date,platform,source_name,metric_name,metric_value
2023-09-18,telegram,HomeFrontAlerts,telegram_message_count,18.0
2023-09-18,telegram,HomeFrontAlerts,telegram_total_views,57253.0
2023-09-18,telegram,HostageFamilies,telegram_message_count,9.0
2023-09-18,telegram,HostageFamilies,telegram_total_views,38636.0
2023-09-18,telegram,ILPoliticsChannel,telegram_message_count,14.0
2023-09-18,telegram,ILPoliticsChannel,telegram_total_views,75592.0
2023-09-18,telegram,InternationalIsrael,telegram_message_count,19.0
2023-09-18,telegram,InternationalIsrael,telegram_total_views,105538.0
2023-09-18,telegram,IsraelNewsLive,telegram_message_count,38.0
2023-09-18,telegram,IsraelNewsLive,telegram_total_views,176555.0
2023-09-19,telegram,GazaUpdates,telegram_message_count,22.0
2023-09-19,telegram,GazaUpdates,telegram_total_views,85429.0
2023-09-19,telegram,HomeFrontAlerts,telegram_message_count,23.0
2023-09-19,telegram,HomeFrontAlerts,telegram_total_views,116176.0
2023-09-19,telegram,HostageFamilies,telegram_message_count,7.0
2023-09-19,telegram,HostageFamilies,telegram_total_views,19034.0
2023-09-19,telegram,ILPoliticsChannel,telegram_message_count,18.0
2023-09-19,telegram,ILPoliticsChannel,telegram_total_views,106686.0
2023-09-19,telegram,InternationalIsrael,telegram_message_count,17.0
2023-09-19,telegram,InternationalIsrael,telegram_total_views,83766.0
2023-09-19,telegram,IsraelNewsLive,telegram_message_count,40.0
2023-09-19,telegram,IsraelNewsLive,telegram_total_views,183106.0
2023-09-20,telegram,GazaUpdates,telegram_message_count,30.0
2023-09-20,telegram,GazaUpdates,telegram_total_views,143453.0
2023-09-20,telegram,HomeFrontAlerts,telegram_message_count,19.0
2023-09-20,telegram,HomeFrontAlerts,telegram_total_views,80317.0
2023-09-20,telegram,HostageFamilies,telegram_message_count,13.0
2023-09-20,telegram,HostageFamilies,telegram_total_views,72653.0
2023-09-20,telegram,ILPoliticsChannel,telegram_message_count,20.0
2023-09-20,telegram,ILPoliticsChannel,telegram_total_views,95321.0
2023-09-20,telegram,InternationalIsrael,telegram_message_count,14.0
2023-09-20,telegram,InternationalIsrael,telegram_total_views,53529.0
2023-09-20,telegram,IsraelNewsLive,telegram_message_count,29.0
2023-09-20,telegram,IsraelNewsLive,telegram_total_views,144659.0
2023-09-21,telegram,GazaUpdates,telegram_message_count,20.0
2023-09-21,telegram,GazaUpdates,telegram_total_views,73913.0
2023-09-21,telegram,HomeFrontAlerts,telegram_message_count,21.0
2023-09-21,telegram,HomeFrontAlerts,telegram_total_views,95098.0
2023-09-21,telegram,HostageFamilies,telegram_message_count,10.0
2023-09-21,telegram,HostageFamilies,telegram_total_views,42270.0
2023-09-21,telegram,ILPoliticsChannel,telegram_message_count,15.0
2023-09-21,telegram,ILPoliticsChannel,telegram_total_views,72773.0
2023-09-21,telegram,InternationalIsrael,telegram_message_count,19.0
2023-09-21,telegram,InternationalIsrael,telegram_total_views,81903.0
2023-09-21,telegram,IsraelNewsLive,telegram_message_count,34.0
2023-09-21,telegram,IsraelNewsLive,telegram_total_views,169081.0
2023-09-22,telegram,GazaUpdates,telegram_message_count,28.0
2023-09-22,telegram,GazaUpdates,telegram_total_views,137635.0
2023-09-22,telegram,HomeFrontAlerts,telegram_message_count,20.0
2023-09-22,telegram,HomeFrontAlerts,telegram_total_views,78171.0
2023-09-22,telegram,HostageFamilies,telegram_message_count,13.0
2023-09-22,telegram,HostageFamilies,telegram_total_views,65724.0
2023-09-22,telegram,ILPoliticsChannel,telegram_message_count,21.0
2023-09-22,telegram,ILPoliticsChannel,telegram_total_views,115720.0
2023-09-22,telegram,InternationalIsrael,telegram_message_count,25.0
2023-09-22,telegram,InternationalIsrael,telegram_total_views,131727.0
2023-09-22,telegram,IsraelNewsLive,telegram_message_count,30.0
2023-09-22,telegram,IsraelNewsLive,telegram_total_views,149323.0
2023-09-23,telegram,GazaUpdates,telegram_message_count,21.0
2023-09-23,telegram,GazaUpdates,telegram_total_views,121067.0
2023-09-23,telegram,HomeFrontAlerts,telegram_message_count,15.0
2023-09-23,telegram,HomeFrontAlerts,telegram_total_views,55719.0
2023-09-23,telegram,HostageFamilies,telegram_message_count,13.0
2023-09-23,telegram,HostageFamilies,telegram_total_views,77398.0
2023-09-23,telegram,ILPoliticsChannel,telegram_message_count,17.0
2023-09-23,telegram,ILPoliticsChannel,telegram_total_views,88547.0
2023-09-23,telegram,InternationalIsrael,telegram_message_count,20.0
2023-09-23,telegram,InternationalIsrael,telegram_total_views,91181.0
2023-09-23,telegram,IsraelNewsLive,telegram_message_count,27.0
2023-09-23,telegram,IsraelNewsLive,telegram_total_views,152241.0
2023-09-24,telegram,GazaUpdates,telegram_message_count,35.0
2023-09-24,telegram,GazaUpdates,telegram_total_views,182904.0
2023-09-24,telegram,HomeFrontAlerts,telegram_message_count,27.0
2023-09-24,telegram,HomeFrontAlerts,telegram_total_views,112896.0
2023-09-24,telegram,HostageFamilies,telegram_message_count,14.0
2023-09-24,telegram,HostageFamilies,telegram_total_views,70003.0
2023-09-24,telegram,ILPoliticsChannel,telegram_message_count,16.0
2023-09-24,telegram,ILPoliticsChannel,telegram_total_views,72257.0
2023-09-24,telegram,InternationalIsrael,telegram_message_count,26.0
2023-09-24,telegram,InternationalIsrael,telegram_total_views,124265.0
2023-09-24,telegram,IsraelNewsLive,telegram_message_count,28.0
2023-09-24,telegram,IsraelNewsLive,telegram_total_views,136501.0
2023-09-25,telegram,GazaUpdates,telegram_message_count,32.0
2023-09-25,telegram,GazaUpdates,telegram_total_views,145317.0
2023-09-25,telegram,HomeFrontAlerts,telegram_message_count,22.0
2023-09-25,telegram,HomeFrontAlerts,telegram_total_views,83897.0
2023-09-25,telegram,HostageFamilies,telegram_message_count,12.0
2023-09-25,telegram,HostageFamilies,telegram_total_views,71350.0
2023-09-25,telegram,ILPoliticsChannel,telegram_message_count,15.0
2023-09-25,telegram,ILPoliticsChannel,telegram_total_views,62529.0
2023-09-25,telegram,InternationalIsrael,telegram_message_count,14.0
2023-09-25,telegram,InternationalIsrael,telegram_total_views,75864.0
2023-09-25,telegram,IsraelNewsLive,telegram_message_count,39.0
2023-09-25,telegram,IsraelNewsLive,telegram_total_views,188525.0
2023-09-26,telegram,GazaUpdates,telegram_message_count,34.0
2023-09-26,telegram,GazaUpdates,telegram_total_views,178593.0
2023-09-26,telegram,HomeFrontAlerts,telegram_message_count,23.0
2023-09-26,telegram,HomeFrontAlerts,telegram_total_views,99651.0
2023-09-26,telegram,HostageFamilies,telegram_message_count,11.0
2023-09-26,telegram,HostageFamilies,telegram_total_views,57318.0
2023-09-26,telegram,ILPoliticsChannel,telegram_message_count,5.0
2023-09-26,telegram,ILPoliticsChannel,telegram_total_views,22977.0
2023-09-26,telegram,InternationalIsrael,telegram_message_count,17.0
2023-09-26,telegram,InternationalIsrael,telegram_total_views,87707.0
2023-09-26,telegram,IsraelNewsLive,telegram_message_count,27.0
2023-09-26,telegram,IsraelNewsLive,telegram_total_views,117226.0
2023-09-27,telegram,GazaUpdates,telegram_message_count,26.0
2023-09-27,telegram,GazaUpdates,telegram_total_views,116140.0
2023-09-27,telegram,HomeFrontAlerts,telegram_message_count,23.0
2023-09-27,telegram,HomeFrontAlerts,telegram_total_views,93658.0
2023-09-27,telegram,HostageFamilies,telegram_message_count,6.0
2023-09-27,telegram,HostageFamilies,telegram_total_views,21928.0
2023-09-27,telegram,ILPoliticsChannel,telegram_message_count,17.0
2023-09-27,telegram,ILPoliticsChannel,telegram_total_views,76744.0
2023-09-27,telegram,InternationalIsrael,telegram_message_count,20.0
2023-09-27,telegram,InternationalIsrael,telegram_total_views,89172.0
2023-09-27,telegram,IsraelNewsLive,telegram_message_count,42.0
2023-09-27,telegram,IsraelNewsLive,telegram_total_views,192920.0
2023-09-28,telegram,GazaUpdates,telegram_message_count,34.0
2023-09-28,telegram,GazaUpdates,telegram_total_views,166452.0
2023-09-28,telegram,HomeFrontAlerts,telegram_message_count,15.0
2023-09-28,telegram,HomeFrontAlerts,telegram_total_views,58962.0
2023-09-28,telegram,HostageFamilies,telegram_message_count,7.0
2023-09-28,telegram,HostageFamilies,telegram_total_views,35082.0
2023-09-28,telegram,ILPoliticsChannel,telegram_message_count,12.0
2023-09-28,telegram,ILPoliticsChannel,telegram_total_views,34152.0
2023-09-28,telegram,InternationalIsrael,telegram_message_count,16.0
2023-09-28,telegram,InternationalIsrael,telegram_total_views,62853.0
2023-09-28,telegram,IsraelNewsLive,telegram_message_count,28.0
2023-09-28,telegram,IsraelNewsLive,telegram_total_views,111395.0
2023-09-29,telegram,GazaUpdates,telegram_message_count,16.0
2023-09-29,telegram,GazaUpdates,telegram_total_views,68866.0
2023-09-29,telegram,HomeFrontAlerts,telegram_message_count,15.0
2023-09-29,telegram,HomeFrontAlerts,telegram_total_views,67140.0
2023-09-29,telegram,HostageFamilies,telegram_message_count,5.0
2023-09-29,telegram,HostageFamilies,telegram_total_views,14747.0
2023-09-29,telegram,ILPoliticsChannel,telegram_message_count,25.0
2023-09-29,telegram,ILPoliticsChannel,telegram_total_views,115219.0
2023-09-29,telegram,InternationalIsrael,telegram_message_count,14.0
2023-09-29,telegram,InternationalIsrael,telegram_total_views,73465.0
2023-09-29,telegram,IsraelNewsLive,telegram_message_count,40.0
2023-09-29,telegram,IsraelNewsLive,telegram_total_views,148114.0
2023-09-30,telegram,GazaUpdates,telegram_message_count,24.0
2023-09-30,telegram,GazaUpdates,telegram_total_views,114123.0
2023-09-30,telegram,HomeFrontAlerts,telegram_message_count,33.0
2023-09-30,telegram,HomeFrontAlerts,telegram_total_views,113550.0
2023-09-30,telegram,HostageFamilies,telegram_message_count,14.0
2023-09-30,telegram,HostageFamilies,telegram_total_views,67276.0
2023-09-30,telegram,ILPoliticsChannel,telegram_message_count,18.0
2023-09-30,telegram,ILPoliticsChannel,telegram_total_views,91588.0
2023-09-30,telegram,InternationalIsrael,telegram_message_count,20.0
2023-09-30,telegram,InternationalIsrael,telegram_total_views,78643.0
2023-09-30,telegram,IsraelNewsLive,telegram_message_count,32.0
2023-09-30,telegram,IsraelNewsLive,telegram_total_views,134421.0
2023-10-01,telegram,GazaUpdates,telegram_message_count,24.0
2023-10-01,telegram,GazaUpdates,telegram_total_views,90462.0
2023-10-01,telegram,HomeFrontAlerts,telegram_message_count,21.0
2023-10-01,telegram,HomeFrontAlerts,telegram_total_views,107434.0
2023-10-01,telegram,HostageFamilies,telegram_message_count,5.0
2023-10-01,telegram,HostageFamilies,telegram_total_views,24066.0
2023-10-01,telegram,ILPoliticsChannel,telegram_message_count,18.0
2023-10-01,telegram,ILPoliticsChannel,telegram_total_views,92601.0
2023-10-01,telegram,InternationalIsrael,telegram_message_count,26.0
2023-10-01,telegram,InternationalIsrael,telegram_total_views,143168.0
2023-10-01,telegram,IsraelNewsLive,telegram_message_count,37.0
2023-10-01,telegram,IsraelNewsLive,telegram_total_views,178398.0
2023-10-02,telegram,GazaUpdates,telegram_message_count,33.0
2023-10-02,telegram,GazaUpdates,telegram_total_views,167916.0
2023-10-02,telegram,HomeFrontAlerts,telegram_message_count,23.0
2023-10-02,telegram,HomeFrontAlerts,telegram_total_views,105897.0
2023-10-02,telegram,HostageFamilies,telegram_message_count,6.0
2023-10-02,telegram,HostageFamilies,telegram_total_views,37966.0
2023-10-02,telegram,ILPoliticsChannel,telegram_message_count,13.0
2023-10-02,telegram,ILPoliticsChannel,telegram_total_views,80746.0
2023-10-02,telegram,InternationalIsrael,telegram_message_count,25.0
2023-10-02,telegram,InternationalIsrael,telegram_total_views,111817.0
2023-10-02,telegram,IsraelNewsLive,telegram_message_count,37.0
2023-10-02,telegram,IsraelNewsLive,telegram_total_views,164068.0
2023-10-03,telegram,GazaUpdates,telegram_message_count,22.0
2023-10-03,telegram,GazaUpdates,telegram_total_views,101710.0
2023-10-03,telegram,HomeFrontAlerts,telegram_message_count,26.0
2023-10-03,telegram,HomeFrontAlerts,telegram_total_views,112234.0
2023-10-03,telegram,HostageFamilies,telegram_message_count,8.0
2023-10-03,telegram,HostageFamilies,telegram_total_views,37464.0
2023-10-03,telegram,ILPoliticsChannel,telegram_message_count,18.0
2023-10-03,telegram,ILPoliticsChannel,telegram_total_views,86559.0
2023-10-03,telegram,InternationalIsrael,telegram_message_count,23.0
2023-10-03,telegram,InternationalIsrael,telegram_total_views,91927.0
2023-10-03,telegram,IsraelNewsLive,telegram_message_count,25.0
2023-10-03,telegram,IsraelNewsLive,telegram_total_views,104969.0
2023-10-04,telegram,GazaUpdates,telegram_message_count,22.0
2023-10-04,telegram,GazaUpdates,telegram_total_views,93736.0
2023-10-04,telegram,HomeFrontAlerts,telegram_message_count,17.0
2023-10-04,telegram,HomeFrontAlerts,telegram_total_views,71025.0
2023-10-04,telegram,HostageFamilies,telegram_message_count,9.0
2023-10-04,telegram,HostageFamilies,telegram_total_views,52299.0
2023-10-04,telegram,ILPoliticsChannel,telegram_message_count,23.0
2023-10-04,telegram,ILPoliticsChannel,telegram_total_views,99263.0
2023-10-04,telegram,InternationalIsrael,telegram_message_count,21.0
2023-10-04,telegram,InternationalIsrael,telegram_total_views,100931.0
2023-10-04,telegram,IsraelNewsLive,telegram_message_count,31.0
2023-10-04,telegram,IsraelNewsLive,telegram_total_views,147622.0
2023-10-05,telegram,GazaUpdates,telegram_message_count,31.0
2023-10-05,telegram,GazaUpdates,telegram_total_views,113639.0
2023-10-05,telegram,HomeFrontAlerts,telegram_message_count,22.0
2023-10-05,telegram,HomeFrontAlerts,telegram_total_views,119534.0
2023-10-05,telegram,HostageFamilies,telegram_message_count,7.0
2023-10-05,telegram,HostageFamilies,telegram_total_views,43275.0
2023-10-05,telegram,ILPoliticsChannel,telegram_message_count,16.0
2023-10-05,telegram,ILPoliticsChannel,telegram_total_views,72401.0
2023-10-05,telegram,InternationalIsrael,telegram_message_count,13.0
2023-10-05,telegram,InternationalIsrael,telegram_total_views,58808.0
2023-10-05,telegram,IsraelNewsLive,telegram_message_count,37.0
2023-10-05,telegram,IsraelNewsLive,telegram_total_views,177411.0
2023-10-06,telegram,GazaUpdates,telegram_message_count,377.0
2023-10-06,telegram,GazaUpdates,telegram_total_views,22734406.0
2023-10-06,telegram,HomeFrontAlerts,telegram_message_count,334.0
